S	collection_date	region	country	Sample	Colombia	Finland	France	Iraq	Nepal	Peru	South-Africa	Sweden	Turkey	Belgium	Brazil	Israel	Nigeria	Thailand	Japan	Malaysia	Pakistan	Taiwan	Greece	India	Philippines	South-Korea	Tunisia	Viet-Nam	Australia	Italy	Iran	Spain	China	USA
SRR11479036	2020-03	USA-Utah	USA	SRR11479036	0	0	0	0	0	0	0	0	0	0	0	0.12185610055898558	0	0	0.12638948923236562	0	0	0.12601919582181811	0.12475866474994789	0	0	0.12394605601825515	0	0.04653175286325306	0	0.04143800802065568	0	0.16815433476188738	0.09333981598630146	0.1497073521536067
SRR11494666	2020-03	Australia	Australia	SRR11494666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12602556965403253	0	0	0.12580550645389738	0.1242381752566622	0	0	0.12350219041063673	0	0.04609763409857928	0	0.04061042073255666	0.02969300586763439	0.17237490249989154	0.0923277114052397	0.14395975699679175
SRR11347377	2020-03	USA-CA	USA	SRR11347377	0	0	0	0	0	0	0	0	0	0	0	0.12173521811380159	0	0	0.1267851518606651	0	0.08632023823442661	0.12595485349405622	0.12470716458534571	0	0	0.12378241723631302	0	0.045431654061792226	0	0	0	0.1699048012167271	0.09289893173724474	0.1513185369053173
SRR11494730	2020-03	Australia	Australia	SRR11494730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12953750857919297	0	0	0.12724139497361978	0.12683020113318969	0	0	0.1262377115548787	0	0.04592129061488306	0	0.039335596331840195	0.02527476881828645	0.16508359467763542	0.09973439885226876	0.15446984145665787
SRR11313345	2020-01	China-Hubei	China	SRR11313345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15476940006946838
SRR11393277	2020-03	USA-WI	USA	SRR11393277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1256059510985139	0	0.08843978745793289	0.12550093148580804	0.12383487417192263	0	0	0.12294396308157335	0	0.04591955921785665	0	0	0.029746247307100886	0.17115606851335363	0.09223509585512484	0.14420911698813962
SRR11494492	2020-03	Australia	Australia	SRR11494492	0	0	0	0	0	0	0	0	0	0	0	0.12190518128883615	0	0	0.12646874302417094	0	0	0.1257419070241367	0.12433992980940341	0	0	0.12353170156385486	0	0.04632919448990736	0	0.04130878460455284	0	0.1703782589216598	0.09337491534857273	0.15051799307566596
SRR11494459	2020-03	Australia	Australia	SRR11494459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12648242110059674	0	0	0.1258733585656901	0.12445500570079059	0	0	0.12367436686864926	0	0.0464151683183045	0	0.041378049085818394	0.027998534102537997	0.16909780901928492	0.09344910314683577	0.1512759841024691
SRR11476453	2020-01	USA-WA	USA	SRR11476453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12544342463885422	0	0.08869865742532893	0.1253934706396872	0.12383544168981503	0	0	0.12290268660575099	0	0.04588172919927078	0	0.041286384588683174	0	0.1704163765927165	0.09270608531414769	0.14332595973759985
SRR11313431	2020-01	China-Hubei	China	SRR11313431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11024991308144583	0	0	0.14091073797628728	0	0
SRR11494502	2020-03	Australia	Australia	SRR11494502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12551101010235172	0	0	0.12540698916335047	0.12382419453113937	0	0	0.12288245301204759	0	0.04584276275121179	0	0.041223194707613105	0.030720952664274166	0.17066371600384705	0.09286860682674482	0.14255717612076904
SRR11412320	2020-03	Canada	Canada	SRR11412320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12555685451346404	0	0	0.1254627542923914	0.12387500433488581	0	0	0.12293959836411396	0	0.045845612717512293	0	0.04119143613571515	0.030634908197000515	0.17024305088139693	0.09284966164914933	0.1424305499579663
SRR11494527	2020-03	Australia	Australia	SRR11494527	0	0	0	0	0	0	0	0	0	0	0	0.12195729280084408	0	0	0.12630993145237324	0	0	0.12571412213569433	0.12440710388230601	0	0	0.12361563242715642	0	0.04629135001389963	0	0.04108224161517073	0	0.17103728469272492	0.09319102595170943	0.14773960648728257
SRR11494715	2020-03	Australia	Australia	SRR11494715	0	0	0	0	0	0	0	0	0	0	0.12442436206502241	0	0	0	0.12601536406541053	0	0	0.12579333433979048	0.12422241991848466	0	0	0.12349075853012173	0	0.04609589511660294	0	0.040611844983911065	0	0.17242534510904192	0.09232599956065372	0.1439715459637805
SRR11494685	2020-03	Australia	Australia	SRR11494685	0	0	0	0	0	0	0	0	0	0	0	0.1208759283336561	0	0	0.12734678701513838	0	0	0.12524075350905509	0.12417774190250268	0	0	0.12348030541778364	0	0.045431726912455436	0	0.039420117236935975	0	0.17325055788848567	0.09464086779842455	0.15366869516032178
SRR11494718	2020-03	Australia	Australia	SRR11494718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12608467503367218	0	0	0.1257177337822748	0.12427601282936378	0	0	0.12343520873937532	0	0.046095160788042516	0	0.040737903097602876	0.029205267854385302	0.17158904480772538	0.09247735312348086	0.14473886037808228
SRR11494688	2020-03	Australia	Australia	SRR11494688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12924390114723486	0	0	0.12677219939572118	0.1264021589276198	0	0	0.12578582194683843	0	0.0457934632747036	0	0.03958984358266408	0.025556526779853192	0.16454854094429688	0.101750807687468	0.1510967644585417
SRR11483107	2020-03	USA-Yale	USA	SRR11483107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12550495357593427	0	0.08841238960705022	0.12544280471701919	0.12386414070707263	0	0	0.12293341715265144	0	0.045919992556326526	0	0	0.02961821432777042	0.17067848633006977	0.0927842684598531	0.14361065600086506
SRR11494643	2020-03	Australia	Australia	SRR11494643	0	0	0	0	0	0	0	0	0	0	0	0.12306219075229761	0	0	0.12946421994030158	0	0	0.12711613348993017	0.1267370780007545	0	0	0.1261416545705318	0	0.04590408002041494	0	0.03933356227100231	0	0.16553203520156226	0.09980478579966365	0.1547272760458717
SRR11494471	2020-03	Australia	Australia	SRR11494471	0	0	0	0	0	0	0	0	0	0	0	0.12185936609585826	0	0	0.12550337694066344	0	0	0.12539769991983393	0.12381631581722714	0	0	0.12287491155693724	0	0.045841177397569544	0	0.041225022056252024	0	0.1706939845217408	0.09286723816296005	0.1425642892246019
SRR11313419	2020-01	China-Hubei	China	SRR11313419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20640944641882755	0	0.08576551420830063	0	0	0.041718214888645175	0.028123791453427582	0.17103276335328427	0.09284224893138837	0.15035367262500254
SRR11544827	2020-04	USA-WI	USA	SRR11544827	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05099044685172269	0	0.029637005406274876	0.08580842539625591	0	0	0	0	0	0.0848019118600597	0.045569898541391464	0.03171755503152619	0	0.025829901456767442	0.1700538453272266	0.09391417493649588	0.15864266575433278
SRR11410125	2020-03	USA-WI	USA	SRR11410125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12757301819360745	0	0	0.1263663169092218	0.12532216096192222	0	0	0.12423662771024704	0	0.04559052713882413	0.03862298023700497	0	0.026245092796426794	0.16945450957526662	0.09394840903338995	0.16075451507420513
SRR11410538	2020-03	USA-Utah	USA	SRR11410538	0	0	0	0	0	0	0	0	0	0	0	0.12195770465541596	0	0	0.1260733333123214	0	0	0.1256886860719258	0.12414268927869193	0	0	0.12336982465790879	0	0.046111356996974405	0	0	0.029475074802993866	0.17253277845659767	0.09255005140920157	0.1452030515278991
SRR11494616	2020-03	Australia	Australia	SRR11494616	0	0	0	0	0	0	0	0	0	0	0	0.1218554694737518	0	0	0.12581905290987608	0	0	0.12566972103897386	0.1240658186132163	0	0	0.12313897666117773	0	0.04590280735502471	0	0.04171245928358839	0	0.17093141317684546	0.09244032978767323	0.14377272954970358
SRR11479046	2020-03	USA-Utah	USA	SRR11479046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12782500141418618	0	0	0.12653154632161606	0.1254598166893816	0	0	0.12456034660562908	0	0.04552326934213438	0	0.04281948112836923	0.02547270191683767	0.1691509122709557	0.09412812000337081	0.15729325647552622
SRR11507340	2020-03	USA-WI	USA	SRR11507340	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04934904210715549	0	0	0.08488996084437053	0	0.1248956398804138	0	0	0.12418721776422603	0	0.04556265547381374	0.031461390065405596	0	0.026809207210428922	0.17009359619290562	0.09381641107936234	0.15778218652957413
SRR11491749	2020-03	USA-Utah	USA	SRR11491749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12739286071409972	0	0	0.12515614268973393	0.12400883795009826	0	0	0.12338659425785119	0	0.04546784145145154	0	0.03945058187344778	0.025620755863373	0.1727367487392075	0.09539668815382553	0.15305277230879907
SRR11313441	2020-01	China-Hubei	China	SRR11313441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12625331408933	0	0	0.12572634458631649	0.12433290408469667	0	0.15722401165090294	0.12353018888262317	0	0	0.05062096816122966	0	0.029610727944070138	0.1727266675709543	0.09295980806900363	0.1464663080382923
SRR11494572	2020-03	Australia	Australia	SRR11494572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12577691154352	0	0	0.12553557710541413	0.12397165050016236	0	0	0.12302032406708036	0	0.04601056349466595	0	0.04041453062851826	0.02911251552495482	0.17034162537942324	0.09188885504686942	0.14566890669295687
SRR11491744	2020-03	USA-Utah	USA	SRR11491744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12934015548566816	0	0	0.12633793933324497	0.12606861431315497	0	0	0.12532558656321377	0	0.04570824230348593	0	0.03911990415023122	0.02627733259688922	0.17109790967542324	0.10071101107758246	0.15829899590190924
SRR11494740	2020-03	Australia	Australia	SRR11494740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12657929376440877	0	0	0.12586848852587695	0.12459596475432776	0	0	0.12369449047269218	0	0.04551070410575592	0	0.0418770566458728	0	0.17015073201186576	0.0928819024711143	0.15104738161751274
SRR11410535	2020-03	USA-Utah	USA	SRR11410535	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06616057304050417	0	0	0.08867873837272595	0	0.1242346722776473	0	0	0.12347743291397222	0	0.046111341317229715	0.046370306658090284	0	0.029456039534599864	0.17133167043354666	0.09225197424149298	0.14538031593493864
SRR11544832	2020-03	USA-WI	USA	SRR11544832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12547692209839537	0	0.08845767542160027	0.12537232227182524	0.1237698014845408	0	0	0.12284428388604937	0	0	0.04573728486243404	0	0.029744636224995184	0.17144083765782483	0.0921797692902682	0.14401224005676858
SRR11494758	2020-03	Australia	Australia	SRR11494758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12611129270523133	0	0	0.12581222124630465	0.12426055299206569	0	0	0.12333547438202803	0	0.04611018797259695	0	0.040491860317797154	0.029233666837488848	0.17097144238770576	0.09209760121961842	0.14451170224798054
SRR11494603	2020-03	Australia	Australia	SRR11494603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12747679045144056	0	0	0.1260306386415555	0.12504603586654917	0	0	0.12376155578611787	0	0.04544053373089834	0	0.03929941704611832	0.027057104125562056	0.1713896916906595	0.09420399131520862	0.15660026498651988
SRR11313276	2020-01	China-Hubei	China	SRR11313276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1275955224363125	0	0.08517850387796597	0.1260083930720585	0.12498860589266857	0	0	0.1240369487806061	0	0.045416046495495646	0	0	0.02638038190757956	0.17324007061613964	0.09306806509935225	0.15909296507283027
SRR11507355	2020-03	USA-WI	USA	SRR11507355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08859170795740799	0	0.12415037946347005	0	0	0.12322714517875982	0.07446744204159952	0.046096703297929476	0.0452887676148422	0	0.029351434223153762	0.17169581587851773	0.0920156208375313	0.14432743452576444
SRR11313459	2020-01	China-Hubei	China	SRR11313459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07864365293745225	0	0	0	0.029753376444040976	0.17051474446081424	0.09342922328073913	0.14916166515329915
SRR11508492	2020-03	Peru	Peru	SRR11508492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12729100070884464	0	0	0.12645632140243823	0.12493092046627949	0.06829224934078675	0	0.1242173061607742	0	0.04557333808732733	0	0.04237918981746477	0	0.16987597353940959	0.09380351700492055	0.157632249069262
SRR11507358	2020-03	USA-WI	USA	SRR11507358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12575253881658952	0	0	0.1255030266621231	0.12393226434610383	0	0	0.12298299602418525	0.08165584492049752	0	0.04547643393292097	0	0.029220876366566662	0.17071194049898689	0.09190347653468077	0.14582404474714797
SRR11494567	2020-03	Australia	Australia	SRR11494567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12660856193107747	0	0	0.12590523784210864	0.12463124857319134	0	0	0.1237385852603754	0	0.04551507336444898	0	0.04184523749933125	0.027818509893809105	0.16988387355646112	0.09286948359247753	0.15087859366248338
SRR11491751	2020-03	USA-Utah	USA	SRR11491751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1254883794322252	0	0	0.12537909841381922	0.12379198189195993	0	0	0.12285484586977878	0	0.04584509957599159	0	0.04123608512244056	0.030646277438944713	0.17045937126437077	0.09286472672004248	0.1427074027831766
SRR11494755	2020-03	Australia	Australia	SRR11494755	0	0	0	0	0	0	0	0	0	0	0	0.12185866256558003	0	0	0.12579700509656394	0	0	0.12555476539293225	0.12400032975542431	0	0	0.12305070817469646	0	0.046002656719184104	0	0.04040027639118065	0	0.17004350935953724	0.09185891116767747	0.145549977441843
SRR11397413	2020-03	Canada	Canada	SRR11397413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12731900686635758	0	0	0.12666022919659978	0.12518088968551216	0.07151346015464986	0	0.12451654721333977	0	0.04562170916248998	0	0.04240674097626934	0	0.16694167729093354	0.09338393275468589	0.15510153831716791
SRR11412335	2020-03	Canada	Canada	SRR11412335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1293590444250705	0	0	0.12656472840595945	0.1262138489117781	0	0	0.12556182225144785	0	0.04568892941273619	0	0.03964655406427217	0.02577031347053569	0.16599390834262262	0.10209602673870559	0.1518709690481863
SRR11494469	2020-03	Australia	Australia	SRR11494469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1272727778463692	0	0	0.12494494404512253	0.1238760511306352	0	0	0.1231513672397679	0	0.04545023049514221	0	0.03947151630289411	0.02577141756269719	0.1740312039060164	0.09551070140673135	0.1537921232935316
SRR11476463	2020-01	USA-WA	USA	SRR11476463	0	0	0	0	0	0	0	0	0	0	0	0.1218124379818362	0	0	0.12597066091733658	0	0	0.12572613752883485	0.12418184862469463	0.06927038597005777	0	0.12339824574606065	0	0.04609991744229199	0	0	0	0.17324355584519718	0.09234756701536878	0.14429139026749815
SRR11494532	2020-03	Australia	Australia	SRR11494532	0	0	0	0	0	0	0	0	0	0	0	0.1217798479172179	0	0	0.1260271692027394	0	0	0.12581899163060445	0.12426305766750359	0	0	0.12352679716382217	0	0.04609105467785226	0	0.040586169041025945	0	0.17205801977497726	0.09230000334268942	0.14383223553962152
SRR11494700	2020-03	Australia	Australia	SRR11494700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1263397473778747	0	0	0.1257621814692365	0.12445560326894498	0	0	0.1236558420324347	0	0.0462865003336169	0	0.04105794236156742	0.02971308122913951	0.17120621884595516	0.09315727649681521	0.14732517365022751
SRR11494690	2020-03	Australia	Australia	SRR11494690	0	0	0	0	0	0	0	0	0	0	0	0.12190138057713297	0	0	0.1255679045613355	0	0	0.12556779198786192	0.12378617340410801	0	0	0.12291522915902908	0	0.0458499480115964	0	0.04156819202733868	0	0.1697629834052677	0.09264070967965139	0.14250568692942228
SRR11483112	2020-03	USA-Yale	USA	SRR11483112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1308532988965703	0	0.09365635531096224	0.1300054074478281	0.12971099654462948	0	0	0.1288869661990136	0	0.045944341028197264	0	0	0.02232747217146382	0.15612891349867813	0.10496141274491262	0.13921103731348644
SRR11494656	2020-03	Australia	Australia	SRR11494656	0	0	0	0	0	0	0	0	0	0	0	0.12189308841969829	0	0	0.12550949728753044	0	0	0.12540983476287793	0.12382720536118721	0	0	0.12288151435660252	0	0.04583408948577636	0	0.04119988454099469	0	0.17043089447416682	0.09284145850920565	0.14246749694393895
SRR11494464	2020-03	Australia	Australia	SRR11494464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12831773700150748	0	0	0.12626811793478493	0.12578097979502748	0	0	0.1252787971775626	0	0.04567812546508246	0	0.039351802511504705	0.025323425586374702	0.16851431351987647	0.09872511111919985	0.15250375359179924
SRR11412338	2020-03	Canada	Canada	SRR11412338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12728099255003958	0	0	0.12524296218472455	0.12416017492044082	0	0	0.12350542198688146	0	0.04542094085810081	0	0.03935561129410349	0.027140997523284867	0.17396841202929084	0.09496479365335138	0.15220416947495527
SRR11397722	2020-02	Australia	Australia	SRR11397722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08841314206784129	0.12556412708703735	0.12373335399623292	0	0	0.1228606655112215	0	0.0458591381148976	0.04417651161853728	0	0.030476562242473037	0.17031502597968298	0.09266879044383695	0.14282986926891258
SRR11544818	2020-03	USA-WI	USA	SRR11544818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08559985906740895	0.12501214034384678	0.12457457962806491	0	0	0.12405242384099371	0.04973536100162689	0	0.03712299139663937	0	0.0257381209760009	0.17221784792836495	0.09773593353995338	0.1504377458813699
SRR11494629	2020-03	Australia	Australia	SRR11494629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12546943666927582	0	0	0.12544411314675874	0.12372663886675252	0	0	0.12279802312436339	0	0.045789285464945095	0	0.04117622469030565	0.030714933412063203	0.17077743117126037	0.0927641492348238	0.14215682380241465
SRR11494540	2020-03	Australia	Australia	SRR11494540	0	0	0	0	0	0	0	0	0	0	0	0.12196376708416412	0	0	0.1260823053607439	0	0	0.12570443627743086	0.1241687202368311	0	0	0.12339050031846378	0	0.04610225667855042	0	0.04076348580855243	0	0.17220965811355896	0.09252442684991735	0.14508499848786024
SRR11507372	2020-03	USA-WI	USA	SRR11507372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12627984017187455	0	0	0.12567512436006203	0.12436835742421891	0	0	0.12357868809057941	0.0761544005408665	0.04629200586818939	0	0	0.0295480913193529	0.17129744132896976	0.0932022738789063	0.14784328840245547
SRR11454607	2020-02	China-Hubei	China	SRR11454607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13038375235616972	0	0.08366168497552151	0.13120893262094815	0.13037323388558503	0	0	0.12963460734899712	0	0.04572072720160493	0	0.038516551850018635	0	0.1824728834964173	0.1312894925448529	0.18239860025759977
SRR11494586	2020-03	Australia	Australia	SRR11494586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12608618073051528	0	0	0.1258837868354508	0.12428862518736719	0	0	0.12359611692235596	0	0.046098118061120984	0	0.04058210580749786	0	0.1718209241848446	0.09231020928915867	0.1437528750055293
SRR11494624	2020-03	Australia	Australia	SRR11494624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12555324469838855	0	0	0.12554862316670626	0.12371842146428991	0	0	0.12287901234891568	0	0.04585712096829053	0	0.041595188749374255	0.03041544213560068	0.17008808439072565	0.09266936358629937	0.14262065263319015
SRR11494488	2020-03	Australia	Australia	SRR11494488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1257173886395064	0	0	0.12566526308447518	0.12390978631910696	0	0	0.1231075872268341	0	0.045932391410028924	0	0.041431248471394684	0.02965262309707107	0.1707270316202134	0.09228511993783674	0.14371422358681063
SRR11507327	2020-03	USA-WI	USA	SRR11507327	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0635220465832809	0	0.039030441219749586	0.0888462258283603	0	0	0	0	0	0.08089271631018977	0.046071059627166844	0.04506097503009575	0	0.02950474999324567	0.17023171009351182	0.09184917868834674	0.14538094985729894
SRR11494518	2020-03	Australia	Australia	SRR11494518	0	0	0	0	0	0	0	0	0	0	0	0.12173579834767843	0	0	0.12702349349171918	0	0	0.12630956903253682	0.12524508409738952	0	0	0.12427266850876637	0	0.04559172829463082	0	0.042061439217564826	0	0.16957686914447903	0.09321271248641427	0.15272837664315256
SRR11476449	2020-01	USA-WA	USA	SRR11476449	0	0	0	0	0	0	0	0	0	0	0	0.12185334544606745	0	0	0.1264389739733131	0	0	0.12590695795469137	0.12468623527599339	0	0	0.12380252141977814	0	0.04558278365439848	0	0	0	0.168872250913747	0.09356702103926007	0.150020045908948
SRR11544840	2020-04	USA-WI	USA	SRR11544840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0881153951064259	0	0.1239018574815359	0	0	0.12298530241527848	0.07631560724023481	0.045890954166838624	0.04664811153555599	0	0.029716712157641628	0.17101216267111072	0.09228727303314464	0.14305005118287079
SRR11494671	2020-03	Australia	Australia	SRR11494671	0	0	0	0	0	0	0	0	0	0	0	0.12154835482460147	0	0	0.12758936994210276	0	0	0.12603721163926435	0.12502549607019428	0	0	0.12405880616027395	0	0.04540447184187098	0	0.04317321247167925	0	0.1725685582001678	0.09425795301596401	0.15995164460899575
SRR11494727	2020-03	Australia	Australia	SRR11494727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1260870708783343	0	0	0.12583661531451343	0.12406779188953536	0	0	0.12329342352073741	0	0.04608804633944883	0	0.04053205861249078	0.02955613684514369	0.17162909235284576	0.09220109619881255	0.1450907166048679
SRR11314339	2020-03	USA-CA	USA	SRR11314339	0	0	0	0	0	0	0	0	0	0	0	0.1227736984083559	0	0	0.12788890164887082	0	0	0.12528172362609966	0.1249783198746458	0	0	0.12428121201031476	0	0	0	0.039181100692738245	0.025308262210263697	0.16922436893994502	0.0972142809073849	0.16628343535409335
SRR11494485	2020-03	Australia	Australia	SRR11494485	0	0	0	0	0	0	0	0	0	0	0	0.12186325898219903	0	0	0.12578112814763512	0	0	0.1256498039560593	0.1240856944877804	0	0	0.12314105085068221	0	0.045885973951099064	0	0.041661350288830765	0	0.17061542395610313	0.09238593919480234	0.14354896223236638
SRR11059941	2020-01	China-Beijing	China	SRR11059941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1254900177462761	0	0	0.1254073918280074	0.12381411206033748	0	0	0.12289149365335446	0	0.04592038419330297	0	0.04133490441615349	0	0.17098904773416637	0.09279543933623101	0.14377300871401885
SRR11494515	2020-03	Australia	Australia	SRR11494515	0	0	0	0	0	0	0	0	0	0	0	0.12142716435653397	0	0	0.12729125867846627	0	0	0.1264645365632299	0.12494675063360075	0	0	0.1242301063499277	0	0.045565919252161476	0	0.04234641649410569	0	0.1696244616377669	0.09377535819038024	0.15746887290083517
SRR11313426	2020-01	China-Hubei	China	SRR11313426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12654558700961208	0	0.08840186174495776	0.12583143706953814	0.12437477918452271	0	0	0.12355560751281125	0	0.04626054459721416	0	0.04115842326341316	0	0.17103147301287186	0.09327929298978359	0.14837215621603753
SRR11494456	2020-03	Australia	Australia	SRR11494456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12774341986433005	0	0	0.12623823631927725	0.1252173642248544	0	0	0.12427431455409599	0	0.04544244002304688	0	0.04308054263994131	0.026033940053095426	0.17173676593856507	0.09424955902597	0.15943162411343645
SRR11507332	2020-03	USA-WI	USA	SRR11507332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12706069771288014	0	0.08696366680317248	0.1263330501882792	0.1251615259509941	0	0	0.12428579923412422	0	0	0.03149090080853201	0	0.027792011635945107	0.16999430329438467	0.0932819452148789	0.15296255954353877
SRR11393278	2020-03	USA-WI	USA	SRR11393278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12601138590078814	0	0	0.12551596967855588	0.12396835960520479	0	0	0.12336255743721208	0.07326474979097038	0.04614145200226827	0	0	0.029729344243228546	0.1741111348085305	0.09274399595496932	0.14607042007904616
SRR11494664	2020-03	Australia	Australia	SRR11494664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12575579970126144	0	0	0.12576593204492018	0.12400977276163433	0	0	0.12319976239799077	0	0.045920082053917476	0	0.041440674782630416	0.02960466209500525	0.17065136018341553	0.09226786293764658	0.1433978487389771
SRR11479034	2020-03	USA-Utah	USA	SRR11479034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12797387158583656	0	0	0.12637638252775543	0.12499414761352276	0	0	0.12395771626660107	0	0.04555665867092714	0	0.03940608397424561	0.0264086007573204	0.17444399603799082	0.09330677419866204	0.16281577189911647
SRR11494732	2020-03	Australia	Australia	SRR11494732	0	0	0	0	0	0	0	0	0	0	0	0.12148252188376364	0	0	0.12717690704656198	0	0	0.12639823966791233	0.12493864699589986	0	0	0.12417986912700134	0	0.045552954831797283	0	0.04224666314110859	0	0.1692023673394155	0.09367271159060156	0.1568437836091776
SRR11393275	2020-03	USA-WI	USA	SRR11393275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12599999232857814	0	0.08821389891053436	0.1256777665023457	0.12413851432514335	0	0	0.12332170842635799	0.07207631235428537	0	0	0	0.029304853797145	0.17227208331042035	0.09232730446588427	0.14422348463684492
SRR11479039	2020-03	USA-Utah	USA	SRR11479039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1277188058320445	0	0	0.1263395718387733	0.1253439189231279	0	0	0.12439295047887286	0	0.04550514176793161	0	0.04295065365966949	0.02569507896779624	0.17028175680801802	0.09413913228311896	0.1580999559158895
SRR11494669	2020-03	Australia	Australia	SRR11494669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12579075104891593	0	0	0.12564124179457853	0.12403128723600283	0	0	0.12308686149835489	0	0.045893265628643216	0	0.04162124364048387	0.029684582928739715	0.17069241752979264	0.0923263240311935	0.14326361818808023
SRR11247076	2020-03	USA-WA	USA	SRR11247076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12581793734796143	0	0	0.12569924628787155	0.12397081162486843	0	0	0.12307404356636176	0	0.04591857250013555	0	0.041581445811673626	0.029686101466378872	0.1709007536441	0.0923491295984206	0.14281095123182316
SRR11494490	2020-03	Australia	Australia	SRR11494490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12750577660875181	0	0	0.1260936475226253	0.12509975983934268	0	0	0.12386698363250198	0	0.045443251111534036	0	0.03928568987355917	0.026925476558083805	0.17073579236099268	0.09414745600043907	0.16014678916768693
SRR11476451	2020-01	USA-WA	USA	SRR11476451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12586601792675442	0	0.08896917015589954	0.12560172757052915	0.12403397725260448	0	0	0.12308860183773775	0	0.04602662004574635	0	0	0.029207772794543885	0.17083932812012492	0.0919050652297378	0.1451539670914919
SRR11494500	2020-03	Australia	Australia	SRR11494500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12612665398648434	0	0	0.1258999931170007	0.12418247842071256	0	0	0.12337910624607894	0	0.046132668459918036	0	0.04053253493861393	0.02942362290617666	0.17123635652581204	0.09221989015358945	0.14496690308194599
SRR11313282	2020-01	China-Hubei	China	SRR11313282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02725112317442519	0.17492649766130883	0.09507815649589195	0.15270139755190534
